name,MARKA,KOLEKSIYON,price,price_category,CINSIYET,MEKANIZMA,KASA MATERYALI,case_material_category,KASA ÇAPI,SU REZISTANSI,water_resistance_category,brand_country,brand_age,collection_price_tier,url,image,page,scraped_at,AILE,GARANTI SÜRESI,GÜÇ REZERVI,KADRAN,KAYIŞ,PRODUCT_NAME_DETAIL,PRODUCT_PRICE_DETAIL,REFERANS,brand_founded_year,brand_avg_price,brand_median_price,brand_price_std,brand_product_count,price_vs_brand_avg,price_percentile,price_zscore,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
HydroConquest,Longines,Diving,95000.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,41mm,300m,Diving,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-hydroconquest-l3-781-4-56-6/,https://samiwatches.com/wp-content/uploads/2023/06/L3.781.4.56.6-1-1-scaled-300x400.webp,4,2025-10-06T04:33:20.445199,HydroConquest,5 Yıl,72 Saat,Siyah,Paslanmaz Çelik,HydroConquest,95.000₺,L3.781.4.56.6,1832.0,134676.78,131000.0,52081.965,267.0,-0.29460743,0.26077846,-0.46152994,False,49.0,Profesyonel Dalış (300m+),Orta Segment,41.0,Büyük (40-44mm),Orta Prestij
Top Time B31,Breitling,Top Time,275600.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,38mm,100m,Water Resistant,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/top-time-b31ab3113171l1x1/,https://samiwatches.com/wp-content/uploads/2025/07/AB3113171L1X1-1-400x533.jpg,4,2025-10-06T04:33:29.080875,,5 Yıl,78 Saat,Yeşil,Deri,Top Time B31,275.600₺,AB3113171L1X1,1884.0,344131.2,317200.0,114878.734,125.0,-0.19914265,0.63293415,-0.13471057,False,10.0,Snorkeling (100m),Premium,38.0,Orta (36-40mm),Prestijli
Conquest Heritage,Longines,Watchmaking Tradition,153000.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,38mm,50m,Water Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/conquest-heritage-l1-649-4-92-2/,https://samiwatches.com/wp-content/uploads/2025/07/L1.649.4.92.2-1-400x533.jpg,4,2025-10-06T04:33:39.652750,Conquest Heritage,5 Yıl,72 Saat,Mavi,Krokodil,Conquest Heritage,153.000₺,L1.649.4.92.2,1832.0,134676.78,131000.0,52081.965,267.0,0.13605331,0.43772456,-0.35657135,False,54.0,Yüzme (50m),Orta Segment,38.0,Orta (36-40mm),Orta Prestij
Riviera,Baume & Mercier,Riviera,110300.0,Mid-Range,Kadın,Otomatik,Paslanmaz Çelik,Steel,36mm,50m,Water Resistant,Switzerland,194.0,Premium Collection,https://samiwatches.com/urun/baume-mercier-riviera-10764/,https://samiwatches.com/wp-content/uploads/2025/06/10764-1-400x533.jpg,4,2025-10-06T04:33:50.488274,,2 Yıl,38 Saat,Turuncu,Paslanmaz Çelik,Riviera,110.300₺,10764,1830.0,126401.04,120200.0,54582.965,96.0,-0.12738061,0.31137726,-0.4338426,False,45.0,Yüzme (50m),Orta Segment,36.0,Orta (36-40mm),Orta Prestij
HyperChrome,Rado,HyperChrome,75100.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,41.5mm,150m,Swimming,Unknown,,Entry Collection,https://samiwatches.com/urun/hyperchrome-r32280313/,https://samiwatches.com/wp-content/uploads/2025/07/R32280313-1-400x533.jpg,4,2025-10-06T04:33:59.075600,,5 Yıl,,Yeşil,Paslanmaz Çelik,HyperChrome,75.100₺,R32280313,,133908.42,126200.0,57445.586,95.0,-0.43916896,0.21167664,-0.4975416,False,9.0,Yüzme (50m),Ekonomik,41.5,Büyük (40-44mm),Orta Prestij
Speedmaster 38 Orbis Edition,Omega,Speedmaster,259400.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,38mm,100m,Water Resistant,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-speedmaster-38-orbis-edition-324-30-38-50-03-002/,https://samiwatches.com/wp-content/uploads/2023/06/omega-sertifikali-saatler-scaled-jpg-300x400.webp,4,2025-10-06T04:34:09.717447,Speedmaster 38,5 Yıl,52 Saat,Mavi,Paslanmaz Çelik,Speedmaster 38 Orbis Edition,259.400₺,324.30.38.50.03.002,1848.0,513525.72,401600.0,458838.5,140.0,-0.49486464,0.6155689,-0.16402659,False,25.0,Snorkeling (100m),Premium,38.0,Orta (36-40mm),Çok Prestijli
Legend Diver,Longines,Diving,161000.0,Mid-Range,"Erkek, Kadın",Otomatik,Paslanmaz Çelik,Steel,39mm,300m,Diving,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-legend-diver-l3-764-4-90-9/,https://samiwatches.com/wp-content/uploads/2025/06/L3.764.4.90.9-1-400x533.jpg,4,2025-10-06T04:34:20.459083,Legend Diver,5 Yıl,72 Saat,Mavi,Kauçuk,Legend Diver,161.000₺,L3.764.4.90.9,1832.0,134676.78,131000.0,52081.965,267.0,0.19545479,0.46437126,-0.3420943,False,49.0,Profesyonel Dalış (300m+),Orta Segment,39.0,Orta (36-40mm),Orta Prestij
Seastar 2000,Tissot,T-Sport Collection,57270.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,46mm,600m,Professional Diving,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/seastar-2000-t120-607-17-441-00/,https://samiwatches.com/wp-content/uploads/2025/08/T120.607.17.441.00-1-400x533.jpg,4,2025-10-06T04:34:28.928026,Seastar 2000,2 Yıl,80 Saat,Gri,Kauçuk,Seastar 2000,57.270₺,T120.607.17.441.00,1853.0,30113.854,26090.0,13456.789,288.0,0.90178245,0.17994012,-0.5298073,False,97.0,Diğer,Ekonomik,46.0,Çok Büyük (>44mm),Giriş Seviyesi
LaCoupole Diamonds,Rado,LaCoupole,162200.0,Mid-Range,Kadın,Pilli,Seramik,Ceramic,31mm,50m,Water Resistant,Unknown,,Premium Collection,https://samiwatches.com/urun/lacoupole-diamonds-r22241703/,https://samiwatches.com/wp-content/uploads/2025/07/R22241703-1-400x533.jpg,4,2025-10-06T04:34:39.399599,,5 Yıl,,Gri,Seramik,LaCoupole Diamonds,162.200₺,R22241703,,133908.42,126200.0,57445.586,95.0,0.21127558,0.46976048,-0.33992273,False,3.0,Yüzme (50m),Orta Segment,31.0,Küçük (<36mm),Orta Prestij
HyperChrome,Rado,HyperChrome,75100.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,42mm,150m,Swimming,Unknown,,Entry Collection,https://samiwatches.com/urun/rado-hyperchrome-r32280213/,https://samiwatches.com/wp-content/uploads/2025/06/R32280213-1-400x533.jpg,4,2025-10-06T04:34:49.950379,,5 Yıl,,Mavi,Paslanmaz Çelik,HyperChrome,75.100₺,R32280213,,133908.42,126200.0,57445.586,95.0,-0.43916896,0.21167664,-0.4975416,False,9.0,Yüzme (50m),Ekonomik,42.0,Büyük (40-44mm),Orta Prestij
PRC 100 Solar,Tissot,T-Sport Collection,25190.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,39mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/prc-100-solar-t151-422-11-031-00/,https://samiwatches.com/wp-content/uploads/2025/07/T151.422.11.031.00-1-400x533.jpg,4,2025-10-06T04:35:00.467944,PRC 100,3 Yıl,,Gümüş,Paslanmaz Çelik,PRC 100 Solar,25.190₺,T151.422.11.031.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.16350794,0.08173653,-0.5878603,False,97.0,Snorkeling (100m),Ekonomik,39.0,Orta (36-40mm),Giriş Seviyesi
Classic Fusion,Hublot,Classic Fusion,478400.0,Luxury,Kadın,Pilli,Seramik,Ceramic,33mm,50m,Water Resistant,Switzerland,44.0,Ultra-Luxury Collection,https://samiwatches.com/urun/hublot-classic-fusion-581-co-1181-rx/,https://samiwatches.com/wp-content/uploads/2024/04/581.CO_.1181.RX_-scaled-300x400.webp,4,2025-10-06T04:35:10.925379,,2 Yıl,,Siyah,Kauçuk,Classic Fusion,478.400₺,581.CO.1181.RX,1980.0,842739.1,681200.0,419912.2,92.0,-0.4323273,0.8005988,0.23228264,False,45.0,Yüzme (50m),Lüks,33.0,Küçük (<36mm),Çok Prestijli
Seamaster Aqua Terra 150M,Omega,Seamaster,320100.0,Luxury,Kadın,Otomatik,Paslanmaz Çelik,Steel,30mm,150m,Swimming,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-seamaster-aqua-terra-150m-220-10-30-20-02-001/,https://samiwatches.com/wp-content/uploads/2025/06/220.10.30.20.02.001-1-400x533.jpg,4,2025-10-06T04:35:21.164954,Aqua Terra,5 Yıl,48 Saat,Gümüş,Paslanmaz Çelik,Seamaster Aqua Terra 150M,320.100₺,220.10.30.20.02.001,1848.0,513525.72,401600.0,458838.5,140.0,-0.37666216,0.6769461,-0.05418197,False,59.0,Yüzme (50m),Premium,30.0,Küçük (<36mm),Çok Prestijli
Seamaster 300,Omega,Seamaster,360800.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,41mm,300m,Diving,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-seamaster-300-234-30-41-21-01-001/,https://samiwatches.com/wp-content/uploads/2023/06/234.30.41.21.01.001-1-1-400x533.jpg,4,2025-10-06T04:35:31.807029,Seamaster 300,5 Yıl,60 Saat,Siyah,Paslanmaz Çelik,Seamaster 300,360.800₺,234.30.41.21.01.001,1848.0,513525.72,401600.0,458838.5,140.0,-0.29740617,0.71586823,0.019470017,False,59.0,Profesyonel Dalış (300m+),Premium,41.0,Büyük (40-44mm),Çok Prestijli
Lovely Round,Tissot,T-Lady Collection,16790.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,19.5mm,30m,Splash Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/lovely-round-t058-009-11-031-00/,https://samiwatches.com/wp-content/uploads/2025/08/T058.009.11.031.00-1-400x533.jpg,4,2025-10-06T04:35:42.376124,Lovely,2 Yıl,,Gümüş,Paslanmaz Çelik,Lovely Round,16.790₺,T058.009.11.031.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.4424493,0.017664671,-0.6030612,False,23.0,Günlük Kullanım (30m),Ekonomik,19.5,Küçük (<36mm),Giriş Seviyesi
T-Race Chronograph,Tissot,T-Sport Collection,37780.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,38mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/t-race-chronograph-t141-817-97-111-00/,https://samiwatches.com/wp-content/uploads/2025/08/T141.817.97.111.00-1-400x533.jpg,4,2025-10-06T04:35:52.778854,T-Race,2 Yıl,,Sedef,Silikon,T-Race Chronograph,37.780₺,T141.817.97.111.00,1853.0,30113.854,26090.0,13456.789,288.0,0.25457206,0.12604791,-0.56507707,False,97.0,Snorkeling (100m),Ekonomik,38.0,Orta (36-40mm),Giriş Seviyesi
Gentleman,Tissot,T-Classic Collection,22190.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-gentleman-t127-410-11-041-00/,https://samiwatches.com/wp-content/uploads/2023/08/T127.410.11.041.00-1-scaled-300x400.webp,4,2025-10-06T04:36:03.675282,Gentleman,2 Yıl,,Mavi,Paslanmaz Çelik,Gentleman,22.190₺,T127.410.11.041.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.26312986,0.05958084,-0.5932892,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Riviera,Baume & Mercier,Riviera,173600.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,43mm,100m,Water Resistant,Switzerland,194.0,Premium Collection,https://samiwatches.com/urun/baume-mercier-riviera-10722/,https://samiwatches.com/wp-content/uploads/2025/06/10722-1-400x533.jpg,4,2025-10-06T04:36:14.171235,,2 Yıl,48 Saat,Gri,Kauçuk,Riviera,173.600₺,10722,1830.0,126401.04,120200.0,54582.965,96.0,0.3734064,0.4991018,-0.31929293,False,45.0,Snorkeling (100m),Orta Segment,43.0,Büyük (40-44mm),Orta Prestij
Classima,Baume & Mercier,Classima,55700.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,42mm,30m,Splash Resistant,Switzerland,194.0,Entry Collection,https://samiwatches.com/urun/baume-mercier-classima-10766/,https://samiwatches.com/wp-content/uploads/2025/06/10766-1-400x533.jpg,4,2025-10-06T04:36:22.332837,,2 Yıl,,Yeşil,Tekstil,Classima,55.700₺,10766,1830.0,126401.04,120200.0,54582.965,96.0,-0.55933905,0.1754491,-0.53264844,False,19.0,Günlük Kullanım (30m),Ekonomik,42.0,Büyük (40-44mm),Orta Prestij
Submersible QuarantaQuattro Navy SEALs,Panerai,Submersible,497700.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,44mm,300m,Diving,Italy,164.0,Ultra-Luxury Collection,https://samiwatches.com/urun/panerai-submersible-quarantaquattro-navy-seals-pam01518/,https://samiwatches.com/wp-content/uploads/2025/01/PAM01518-1-300x400.webp,4,2025-10-06T04:36:33.049529,,8 Yıl,72 Saat,Siyah,Tekstil,Submersible QuarantaQuattro Navy SEALs,497.700₺,PAM01518,1860.0,649664.06,473800.0,466149.7,89.0,-0.23391174,0.8149701,0.26720852,False,21.0,Profesyonel Dalış (300m+),Lüks,44.0,Büyük (40-44mm),Çok Prestijli
LaCoupole Diamonds,Rado,LaCoupole,156200.0,Mid-Range,Kadın,Pilli,Seramik,Ceramic,31mm,50m,Water Resistant,Unknown,,Premium Collection,https://samiwatches.com/urun/lacoupole-diamonds-r22243703/,https://samiwatches.com/wp-content/uploads/2025/08/R22243703-1-400x533.jpg,4,2025-10-06T04:36:43.370729,,5 Yıl,,Siyah,Seramik,LaCoupole Diamonds,156.200₺,R22243703,,133908.42,126200.0,57445.586,95.0,0.16646883,0.45269462,-0.35078052,False,3.0,Yüzme (50m),Orta Segment,31.0,Küçük (<36mm),Orta Prestij
Formula 1,Tag Heuer,Formula 1,104000.0,Mid-Range,Erkek,Pilli,Paslanmaz Çelik,Steel,43mm,200m,Swimming,Unknown,,Premium Collection,https://samiwatches.com/urun/tag-heuer-formula-1-caz101k-ba0842/,https://samiwatches.com/wp-content/uploads/2025/02/CAZ101K.BA0842-3-300x400.webp,4,2025-10-06T04:36:53.928811,,2 Yıl,,Mavi,Paslanmaz Çelik,Formula 1,104.000₺,CAZ101K.BA0842,,219025.56,179400.0,138288.27,133.0,-0.5251696,0.28592813,-0.44524327,False,38.0,Dalış (200m),Orta Segment,43.0,Büyük (40-44mm),Prestijli
Riviera,Baume & Mercier,Riviera,71100.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,36mm,50m,Water Resistant,Switzerland,194.0,Premium Collection,https://samiwatches.com/urun/baume-mercier-riviera-10611/,https://samiwatches.com/wp-content/uploads/2025/06/10611-1-400x533.jpg,4,2025-10-06T04:37:04.223613,,2 Yıl,,Yeşil,Kauçuk,Riviera,71.100₺,10611,1830.0,126401.04,120200.0,54582.965,96.0,-0.43750465,0.1994012,-0.5047801,False,45.0,Yüzme (50m),Ekonomik,36.0,Orta (36-40mm),Orta Prestij
Classic Fusion Titanium Green Diamonds,Hublot,Classic Fusion,468000.0,Luxury,Kadın,Pilli,Titanyum,Titanium,33mm,50m,Water Resistant,Switzerland,44.0,Ultra-Luxury Collection,https://samiwatches.com/urun/hublot-classic-fusion-titanium-green-581-nx-8970-lr-1104/,https://samiwatches.com/wp-content/uploads/2023/09/581.NX_.8970.LR_.1104-scaled-300x400.webp,5,2025-10-06T04:37:23.779583,,2 Yıl,,Yeşil,Krokodil,Classic Fusion Titanium Green Diamonds,468.000₺,581.NX.8970.LR.1104,1980.0,842739.1,681200.0,419912.2,92.0,-0.444668,0.79011977,0.21346247,False,45.0,Yüzme (50m),Lüks,33.0,Küçük (<36mm),Çok Prestijli
Centrix Chronograph,Rado,Centrix,129200.0,Mid-Range,Erkek,Pilli,Paslanmaz Çelik,Steel,41mm,50m,Water Resistant,Unknown,,Premium Collection,https://samiwatches.com/urun/centrix-chronograph-r30212302/,https://samiwatches.com/wp-content/uploads/2025/07/R30212302-1-400x533.jpg,5,2025-10-06T04:37:34.194121,,5 Yıl,,Kahverengi,Paslanmaz Çelik,Centrix Chronograph,129.200₺,R30212302,,133908.42,126200.0,57445.586,95.0,-0.0351615,0.36407185,-0.39964056,False,22.0,Yüzme (50m),Orta Segment,41.0,Büyük (40-44mm),Orta Prestij
Superocean Heritage B31,Breitling,Superocean Heritage,301600.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,44mm,200m,Swimming,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/superocean-heritage-b31-ab3112241b1s1/,https://samiwatches.com/wp-content/uploads/2025/08/AB3112241B1S1-1-400x533.jpg,5,2025-10-06T04:37:44.846830,,5 Yıl,78 Saat,Siyah,Kauçuk,Superocean Heritage B31,301.600₺,AB3112241B1S1,1884.0,344131.2,317200.0,114878.734,125.0,-0.123590074,0.657485,-0.08766015,False,29.0,Dalış (200m),Premium,44.0,Büyük (40-44mm),Prestijli
Urban BR-05 Skeleton Arctic Blue,Bell & Ross,Urban,404200.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Unknown,,Luxury Collection,https://samiwatches.com/urun/bell-ross-br-05-skeleton-arctic-blue-br05a-ab-skst-sst/,https://samiwatches.com/wp-content/uploads/2025/06/BR05A-AB-SKSTSST-1-400x533.jpg,5,2025-10-06T04:37:55.549733,,2 Yıl,54 Saat,İskelet,Paslanmaz Çelik,Urban BR-05 Skeleton Arctic Blue,404.200₺,BR05A-AB-SKST/SST,,319280.0,287100.0,120730.07,30.0,0.26597345,0.7497006,0.09800801,False,19.0,Snorkeling (100m),Premium,40.0,Orta (36-40mm),Prestijli
Riviera,Baume & Mercier,Riviera,77700.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,36mm,50m,Water Resistant,Switzerland,194.0,Premium Collection,https://samiwatches.com/urun/baume-mercier-riviera-10689/,https://samiwatches.com/wp-content/uploads/2025/06/10689-1-400x533.jpg,5,2025-10-06T04:38:07.924325,,2 Yıl,,Mavi,Kauçuk,Riviera,77.700₺,10689,1830.0,126401.04,120200.0,54582.965,96.0,-0.38528988,0.21826348,-0.49283656,False,45.0,Yüzme (50m),Ekonomik,36.0,Orta (36-40mm),Orta Prestij
Classima Chronograph,Baume & Mercier,Classima,120200.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,50m,Water Resistant,Switzerland,194.0,Entry Collection,https://samiwatches.com/urun/baume-mercier-classima-chronograph-10783/,https://samiwatches.com/wp-content/uploads/2025/02/10783-1-300x400.webp,5,2025-10-06T04:38:18.889243,,2 Yıl,48 Saat,Yeşil,Deri,Classima Chronograph,120.200₺,10783,1830.0,126401.04,120200.0,54582.965,96.0,-0.04905847,0.34371257,-0.41592723,False,19.0,Yüzme (50m),Orta Segment,42.0,Büyük (40-44mm),Orta Prestij
Superocean Heritage B31,Breitling,Superocean Heritage,317200.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,200m,Swimming,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/breitling-superocean-heritage-b31-ab3111161c1a1/,https://samiwatches.com/wp-content/uploads/2025/06/AB3111161C1A1-1-400x533.jpg,5,2025-10-06T04:38:29.586095,,5 Yıl,78 Saat,Mavi,Paslanmaz Çelik,Superocean Heritage B31,317.200₺,AB3111161C1A1,1884.0,344131.2,317200.0,114878.734,125.0,-0.07825852,0.6733533,-0.059429903,False,29.0,Dalış (200m),Premium,42.0,Büyük (40-44mm),Prestijli
Superocean Heritage B31,Breitling,Superocean Heritage,301600.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,200m,Swimming,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/superocean-heritage-b31-ab3111361l1s1/,https://samiwatches.com/wp-content/uploads/2025/07/AB3111361L1S1-1-400x533.jpg,5,2025-10-06T04:38:40.008516,,5 Yıl,78 Saat,Yeşil,Kauçuk,Superocean Heritage B31,301.600₺,AB3111361L1S1,1884.0,344131.2,317200.0,114878.734,125.0,-0.123590074,0.657485,-0.08766015,False,29.0,Dalış (200m),Premium,42.0,Büyük (40-44mm),Prestijli
Ballade,Tissot,T-Classic Collection,17990.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-ballade-t156-410-11-041-00/,https://samiwatches.com/wp-content/uploads/2024/12/T156.410.11.041.00-1-scaled-300x400.webp,5,2025-10-06T04:38:50.594439,Ballade,2 Yıl,,Mavi,Paslanmaz Çelik,Ballade,17.990₺,T156.410.11.041.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.40260056,0.024251496,-0.6008896,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Superocean Heritage B31,Breitling,Superocean Heritage,403000.0,Luxury,Erkek,Otomatik,Çelik Altın,Gold,42mm,200m,Swimming,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/superocean-heritage-b31-ub3111241b1a1/,https://samiwatches.com/wp-content/uploads/2025/08/UB3111241B1A1-1-400x533.jpg,5,2025-10-06T04:39:01.273346,,5 Yıl,78 Saat,Siyah,Paslanmaz Çelik,Superocean Heritage B31,403.000₺,UB3111241B1A1,1884.0,344131.2,317200.0,114878.734,125.0,0.17106499,0.74850297,0.09583645,False,29.0,Dalış (200m),Premium,42.0,Büyük (40-44mm),Prestijli
PRC 100 Solar,Tissot,T-Sport Collection,22790.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,39mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/prc-100-solar-t151-422-16-031-00/,https://samiwatches.com/wp-content/uploads/2025/07/T151.422.16.031.00-1-400x533.jpg,5,2025-10-06T04:39:11.628760,PRC 100,3 Yıl,,Gümüş,Deri,PRC 100 Solar,22.790₺,T151.422.16.031.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.24320547,0.06347305,-0.59220344,False,97.0,Snorkeling (100m),Ekonomik,39.0,Orta (36-40mm),Giriş Seviyesi
PRX,Tissot,T-Classic Collection,20090.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-prx-t137-410-11-051-00/,https://samiwatches.com/wp-content/uploads/2023/06/T137.410.11.051.00-1-scaled-300x400.webp,5,2025-10-06T04:39:22.510406,PRX,2 Yıl,,Siyah,Paslanmaz Çelik,PRX,20.090₺,T137.410.11.051.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.3328652,0.04251497,-0.5970894,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
PR 100,Tissot,T-Classic Collection,24590.0,Budget,Erkek,Pilli,Çelik Altın,Gold,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/pr-100-t150-417-33-031-00/,https://samiwatches.com/wp-content/uploads/2025/08/T150.417.33.031.00-1-400x533.jpg,5,2025-10-06T04:39:33.212647,PR 100,2 Yıl,,Gümüş,Çelik Altın,PR 100,24.590₺,T150.417.33.031.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.18343233,0.077844314,-0.5889461,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Spirit Zulu Time,Longines,Avigation,161000.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,39mm,100m,Water Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-spirit-zulu-time-l3-802-4-63-2/,https://samiwatches.com/wp-content/uploads/2023/09/L3.802.4.63.2-1-scaled-300x400.webp,5,2025-10-06T04:39:43.493340,Spirit,5 Yıl,72 Saat,Antrasit,Deri,Spirit Zulu Time,161.000₺,L3.802.4.63.2,1832.0,134676.78,131000.0,52081.965,267.0,0.19545479,0.46437126,-0.3420943,False,36.0,Snorkeling (100m),Orta Segment,39.0,Orta (36-40mm),Orta Prestij
PRX,Tissot,T-Classic Collection,20090.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-prx-t137-410-11-091-00/,https://samiwatches.com/wp-content/uploads/2023/06/T137.410.11.091.00-1-scaled-300x400.webp,5,2025-10-06T04:39:54.192593,PRX,2 Yıl,,Yeşil,Paslanmaz Çelik,PRX,20.090₺,T137.410.11.091.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.3328652,0.04251497,-0.5970894,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Seamaster Aqua Terra Shades Co-Axial Master Chronometer,Omega,Seamaster,337600.0,Luxury,Kadın,Otomatik,Paslanmaz Çelik,Steel,34mm,150m,Swimming,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-seamaster-aqua-terra-shades-co-axial-master-chronometer-220-10-34-20-10-002/,https://samiwatches.com/wp-content/uploads/2023/07/220.10.34.20.10.002-1-scaled-300x400.webp,5,2025-10-06T04:40:05.293294,Aqua Terra,5 Yıl,55 Saat,Mor,Paslanmaz Çelik,Seamaster Aqua Terra Shades Co-Axial Master Chronometer,337.600₺,220.10.34.20.10.002,1848.0,513525.72,401600.0,458838.5,140.0,-0.34258404,0.69251496,-0.022513427,False,59.0,Yüzme (50m),Premium,34.0,Küçük (<36mm),Çok Prestijli
Seamaster Aqua Terra,Omega,Seamaster,308500.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,41mm,150m,Swimming,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-seamaster-aqua-terra-220-12-41-21-03-002/,https://samiwatches.com/wp-content/uploads/2023/06/omega-sertifikali-saatler-scaled-jpg-300x400.webp,5,2025-10-06T04:40:13.954051,Aqua Terra,5 Yıl,60 Saat,Mavi,Kauçuk,Seamaster Aqua Terra,308.500₺,220.12.41.21.03.002,1848.0,513525.72,401600.0,458838.5,140.0,-0.3992511,0.66467065,-0.07517369,False,59.0,Yüzme (50m),Premium,41.0,Büyük (40-44mm),Çok Prestijli
